"time","sample","starch_release","intercept","rate","auc","hi","egi_goni","egi_grandfield"
150,"Bread",82.54,0.0735270394299251,0.0378566440457955,12679.2635530726,100,94.61,94.398
120,"Keteki Joha",50.49,0.153824064970627,0.0377832095007615,7753.37902757976,61.1500738597776,73.2813905490179,60.9093636671283
120,"Kola joha",48.84,-0.0500817885475966,0.0473270103754375,7759.43720960453,61.1978540955887,73.3076218984782,60.9505502303975
120,"Kon joha",56.36,0.116334596850713,0.0390239725079297,8701.84488079696,68.6305229351291,77.3881570913859,67.3575107700813
120,"Maniki modhuri joha",50.02,-0.0112791796096998,0.0437792578427174,7861.48183066592,62.002669143673,73.7494653598765,61.6443008018461
